user_input,columns
trace_id=04ba8249086c432b97c6623d4c38e9ab,"trace_id,trace_id_ref,trace_name,backend_trace_id,trace_parent_id,guid:x-client-trace-id,auto_trace_created_trace,traceStart_prepare_ms,thread_id,tracing_timed_out,asset_version_gte_1667242649,guid:x-request-id,asset_version_gte_1667320393,ia_4,http.headers.X-B3-Traceid,trigger_id,msg_timestamp,exception.stacktrace,autoTraceLabel,req_id,message_id,document_id,job_id,memcache_mc_host_in_trace,comment_thread_id,auto_trace_attached_span,traceEnd_prepare_ms,description,exceeded_auto_trace_detail_duration,annotation_id,session_id,message_ts,job_counts_UPDATE_THREAD_UNREAD_COUNTS_EF4,auto_trace_initialization_team_id,device_identifier,unique_id,caller_reason,error_details,timestamp_ms,node_id,chunkId,address.remote,client_req_id,tablet_uid,function_id,http_time,device_id,function_execution_id,files:id,project_id,name,service_name,kind,reason,db.statement,message,namespace,error,duration_ms,api:method,http.status_code,quip:call_path"
where route name is checkout,"req_flow.checkout,rpc.method,app.order_id,chargeTotal,checkout-latency-sli,name,parent_name,rpc.service,service.name,k8s.namespace.name,app.request_id,itemCount,db.name,status_code,library.name,rpc.system,check_trace_parent,trace.trace_id,k8s.node.name,k8s.deployment.name,error,trace.parent_id,app.user_id,currency,message.type,discount,k8s.pod.name,status_message,ip,library.version,message.id,trace.span_id,app.cache_size,type,span.kind,app.build_id,span.num_links,rpc.grpc.status_code,meta.annotation_type,dc.error_percent,net.peer.port,telemetry.instrumentation_library,dc.success_percent,dc.k8s_deployment_metrics,db.statement,k8s.pod.uid,net.peer.ip,dc.pct_error,meta.signal_type,k8s.pod.ip,duration_MS,http.route"
scim errors from org id 4429,"app.scim.params,app.scim.type,error,error_id,scope_org_id,app.scim.headers,incident_id,app.sso.nameid,customer_support_issue_id,organization_id,jira_refersh_token_auth_error,job.id,app.runbook_attachment.executed_for_restricted_incident,app.organization,omniauth.error.message,app.runbooks.step.id,app.runbook_attachment.errors,puma.backlog,Missing Jira Field,slack.team_id,feature_flags.multiorg_sso,trace,message.id,fh.current_organization_id,app.received_attr.org_id,activity.execute.exception,pubsub_ignored_error,subject_id,app.slack_error,app.runbook_attachment.meets_execution_create_slo,pubsub.result.errors,trace.span_id,pubsub.failure_reason,external_author_update_failures,user.id,error_details,app.jira_onprem_ticketing_project_config,slack.enterprise_id,app.runbook_id,slack.user_id,sli.entitlements,incident_channel_id,workflow.execute.exception,feature_flags.confluence_cloud_integration,pubsub.skip_reason,error_detail,feature_flags.fdns_scim_api,app.failed_lock_acquisition,app.slack_team_id,feature_flags.integrations_jira_server_version_gte_8.4,duration_ms,response.status_code,name,db.statement,service_name,exception.message,parent_name,request.path,trace.parent_id,app.zendesk.request_path"
slow requests,"url,duration_ms,capacity.requested.memory,wait_timeout,port,http.url,http.method,query.duration,error,capacity.requested.ips,peer.service,rpc.method,score.worker-cf-lax1-687f,http.response_content_length,http.request_content_length,score.worker-cf-lax1-1581,service.version,capacity.requested.gpus,rpc.service,capacity.requested.cpus,score.worker-cf-lax1-971e,score.worker-cf-lax1-f442,backup.version,score.worker-pkt-lax2-3944,service.namespace,db.operation,score.worker-cf-iad2-75ca,path,score.worker-cf-iad2-7579,score.worker-cf-lax1-eed2,score.worker-cf-iad2-7806,host.id,score.worker-cf-iad2-f59b,score.worker-cf-ewr1-744d,score.worker-cf-ewr1-ed97,score.worker-cf-iad2-faab,score.worker-cf-iad2-d89f,score.worker-pkt-la4-1da1,score.worker-cf-lax1-c6d5,score.worker-pkt-la4-0ed3,score.worker-pkt-la4-b1ed,score.worker-cf-lax1-dd55,score.worker-cf-ewr1-732d,score.worker-cf-iad2-b04c,name,score.worker-cf-lax1-f9c1,score.worker-cf-ewr1-6e98,score.worker-pkt-la4-c074,corrosion.versions,score.worker-cf-iad2-fa36,service.name,trace.parent_id,rpc.name,http.status_code,db.statement,exception.message,parent_name"
get count where duration_ms >30000,"duration_ms,db.total_duration,rollup.db.total_duration,db.call_count,db.duration,rollup.db.call_count,db.query,db.rows_affected,app.status_code,db.query_args,request.content_length,response.status_code,db.last_insert_id,trace.trace_id,trace.parent_id,app.response,service_name,trace.span_id,app.request_data,service.name,request.query,app.request_method,meta.beeline_version,request.secure,name,request.method,meta.span_type,request.xhr,app.request_path,django.view_func,meta.local_hostname,type,request.path,request.user_agent,request.route,request.scheme,request.host,request.remote_addr,http.route"
show me trace with id f38a5f433f7febef2d309a2b1224f604,"trace.trace_id,trace.span_id,trace.parent_id,guid:x-request-id,source.id,transactionId,block.id,sublineId,thread.id,tx.name,REPORT_LOG_ID,masterLineId,node.refId,drawId,corr.id,subLineId,node_id,grpc.request.request-id,id,thread.name,externalAccountId,sourceAccountId,cycleId,store.id,customerId,processed.samples,holdId,processed.series,accountId,msg,process.pid,offset,drawUuid,query.request,batch.step.executionId,upg_task_run_id,taskId,checkId,transactionToken,transaction,target,code,err,sql,error,name,tx.read-only,db.user,tx.transaction-manager,sublineAccountNumber,service.name,parent_name,exception.message,http.path,http.status_code,db.statement,operation_name,duration_ms"
slow requests,"deprecatedSource,severity,flags,deprecatedCount,metadata,deprecatedLastTimestamp,name,regarding,namespace,watch-type,severity_text,apiVersion,kind,annotations,type,uid,note,body,resourceVersion,event.domain,managedFields,deprecatedFirstTimestamp,event.name,reportingController,severity_code,creationTimestamp,reportingInstance,meta.signal_type,k8s.namespace.name,k8s.node.name,k8s.resource.name,k8s.cronjob.name,k8s.job.name,k8s.pod.name,reason,,http.route,trace.parent_id,duration_ms,service_name"
all requests that include isConsultant in the http.route,"http.route,http.url,http.method,http.host,tls.authorized,http.scheme,http.request_content_length_uncompressed,http.target,http.user_agent,exception.stacktrace,service.name,parent_name,user_id,process.command,http.response_content_length,http.client_ip,net.transport,process.runtime.name,http.status_text,exception.message,error,process.owner,process.command_args,status_code,http.flavor,exception.type,process.pid,message,trace.trace_id,name,process.executable.path,http.status_code,span.kind,net.host.port,trace.parent_id,library.name,process.executable.name,net.host.ip,meta.signal_type,status_message,process.runtime.description,process.runtime.version,tls.protocol,telemetry.sdk.language,trace.span_id,tls.alpnProtocol,meta.annotation_type,net.host.name,type,telemetry.instrumentation_library,duration_ms"
list all consumer types,"messaging.masstransit.consumer_type,messaging.masstransit.consume,messaging.masstransit.consume.active,messaging.masstransit.message_type,messaging.masstransit.consume.errors,messaging.masstransit.consume.retries,messaging.masstransit.consume.duration.p001,messaging.masstransit.consume.duration.count,messaging.masstransit.consume.duration.p25,messaging.masstransit.consume.duration.p05,messaging.masstransit.consume.duration.p01,messaging.masstransit.consume.duration.p10,messaging.masstransit.consume.duration.p75,messaging.masstransit.consume.duration.sum,messaging.masstransit.consume.duration.avg,messaging.masstransit.consume.duration.max,messaging.masstransit.consume.duration.p95,messaging.masstransit.consume.duration.p999,messaging.masstransit.consume.duration.min,messaging.masstransit.consume.duration.p90,messaging.masstransit.consume.duration.p50,messaging.masstransit.receive,messaging.masstransit.consume.duration.p99,messaging.masstransit.service,messaging.masstransit.receive.active,dc_db_system_or_type,service.name,messaging.masstransit.exception_type,dc_protocols,messaging.masstransit.handler,messaging.masstransit.delivery.duration.p001,messaging.masstransit.receive.duration.p001,messaging.masstransit.destination,messaging.masstransit.handler.active,messaging.masstransit.send,messaging.masstransit.receive.duration.p01,messaging.masstransit.delivery.duration.p01,messaging.masstransit.delivery.duration.p05,messaging.masstransit.receive.duration.p05,messaging.masstransit.receive.duration.p75,messaging.masstransit.delivery.duration.p25,messaging.masstransit.receive.duration.p10,messaging.masstransit.delivery.duration.p75,messaging.masstransit.delivery.duration.p10,messaging.masstransit.delivery.duration.count,messaging.masstransit.receive.errors,service.instance.id,messaging.masstransit.handler.duration.p01,messaging.masstransit.handler.duration.p001,messaging.masstransit.handler.duration.p75,trace.parent_id,duration_ms,http.route,name"
moving average,"periodic-action,transition,swap,duration_ms,Medium high risk ratio,currencies,incoming_swap,balance,versions,swept_swaps,beam:limit,htlc,tx,action,sweepable_swaps,num-active-connections,swept_funds,timeout_ms,current_state,operation,variant,job,watchers,payment,version,max_next_block_average_over_six_hours_in_wu,beam:channel,sweepable_swaps_before_max,batch-size,session,error,400 rate,missed-broadcast-payment,feeInSatsMax,next_block_average_over_two_hours_in_wu,methods,queue-size,num-payments,potential_collect,output_amount,alias,rebalancer:swap_action_creation:resting_missing_funds,sizeInVbytesMean,rules,result,current_credits,success,rebalancer:swap_action_creation:channels_best_rated:amount,sample_ratio,swap_status,service.name,name,muun_node,parent_name,db.statement,exception.message,http.url,trace.parent_id,http.status_code"
latency distribution by status code,"status_code,4xx_rate,http.status_code,duration_ms,app.blcOperationResponseCode,5xx_rate,app.auctionStatus,2xx_rate,http.response_content_length,app.newAuctionStatus,rpc.method,net.transport,app.newInventoryStatus,process.pid,rpc.service,rpc.system,met_response_target,app.overallImpact,telemetry.sdk.language,messaging.system,meta.signal_type,exception.stacktrace,error,library.version,http.request_content_length,app.hasERROR,net.peer.port,http.method,request_type,error_type,trace.trace_id,http.scheme,db.system,span.kind,app.VIN,trace.span_id,app.blcOperationResult,os.type,http.route,db.operation,is_error,process.runtime.description,net.peer.ip,process.command_line,db.statement,app.checkoutRequest,app.hasException.SimulcastRestServiceException,db.sql.table,http.flavor,http.url,parent_name,service.name,exception.message,trace.parent_id,name"
show me failed sends from otelcol_exporter,"otelcol_exporter_send_failed_requests,otelcol_exporter_send_failed_spans,otelcol_exporter_sent_spans,otelcol_exporter_sent_metric_points,otelcol_exporter_queue_size,otelcol_exporter_queue_capacity,otelcol_processor_batch_batch_send_size.p001,otelcol_processor_batch_batch_send_size.p01,otelcol_processor_batch_batch_send_size.p90,otelcol_processor_batch_batch_send_size.avg,otelcol_processor_batch_timeout_trigger_send,otelcol_processor_batch_batch_send_size.p05,otelcol_processor_batch_batch_send_size.p10,otelcol_processor_batch_batch_send_size.min,otelcol_processor_batch_batch_send_size.p999,otelcol_processor_batch_batch_send_size.p50,otelcol_processor_batch_batch_send_size.p25,otelcol_receiver_refused_metric_points,otelcol_processor_batch_batch_send_size.count,otelcol_processor_batch_batch_send_size.p99,otelcol_receiver_refused_spans,otelcol_processor_batch_batch_send_size.p95,otelcol_processor_batch_batch_send_size.p75,otelcol_processor_batch_batch_send_size.sum,otelcol_processor_batch_batch_send_size.max,otelcol_receiver_accepted_metric_points,otelcol_receiver_accepted_spans,exporter,otelcol_process_uptime,otelcol_process_cpu_seconds,otelcol_process_memory_rss,otelcol_process_runtime_heap_alloc_bytes,otelcol_process_runtime_total_sys_memory_bytes,otelcol_process_runtime_total_alloc_bytes,scrape_samples_scraped,scrape_samples_post_metric_relabeling,receiver,scrape_series_added,service.instance.id,service_name,service_instance_id,service.name,up,transport,net.host.port,service_version,scrape_duration_seconds,processor,http.scheme,duration_ms,http.route,name,trace.parent_id"
group before and after 2023-11-09 17:20 UTC‑05:00,"start-time-after-timeOrigin,end-time-after-timeOrigin,time-since-timeOrigin,nextWeek,endSinceTimeOrigin,cutOffDate,transition_time,postcode,lastWeek,package-versions.next,view-all,timestamp,project,Chapter_day_optimizely_2_copy,eventId,rangeStart,week,startSinceTimeOrigin,page,error-boundary-scope,zip,rangeEnd,checkout-fetch-delivery-moments,attributes.days_since_cancellation,foo,conversions-us-pages,locale.locale,stage,event.name,entry,first-box-price,locale.system-country,interval,from,micro-tags-audience-nomatch,eventName,url,reachedMilestones,user-agent.browser.version,resourceSpans,connectionTime,not-us,firstDeliveryWeek,workflow,afterHydration,experiment.user-attributes.craeated_timestamp,env.public-id,plans.coupon-code,plans-config.is_same_product-US,src,subscriptionId,reactivations.reactivation-successful,global_reactivation_success,reactivations.reactivation-page,exception.message,duration_ms,name,router.query,http.route,service_name,parent_name,error,trace.parent_id,http.response.status_code,router_path"
the average memory for the productaccess service,"ContainerMemoryUtilization,TaskMemoryUtilization,ecs.task.memory.reserved,ecs.task.memory.utilized,hudl.sli.playertracking.low_mem,container.memory.utilized,ecs.task.storage.read_bytes,service.name,ecs.task.network.rate.rx,container.memory.reserved,hudl.mem,ecs.task.storage.write_bytes,aws.ecs.task.revision,TaskCPUUtilization,aws.ecs.task.version,ContainerCPUUtilization,ecs.task.cpu.reserved,kubi-ContainerCPUUtilization,ecs.task.network.rate.tx,container.network.rate.rx,container.cpu.utilized,cloud.account.id,hudl.cpu,aws.ecs.service.name,container.name,hudl.sli.playertracking.low_cpu,aws.ecs.task.id,hudl.application.branch,ecs.task.cpu.utilized,hudl.is_prod,hudl.service,cloud.availability_zone,environment,container.storage.read_bytes,container.cpu.reserved,aws.ecs.task.known_status,container.network.rate.tx,aws.ecs.container.created_at,aws.ecs.launchtype,aws.ecs.task.launch_type,aws.ecs.task.arn,aws.ecs.container.started_at,aws.ecs.task.family,aws.ecs.container.know_status,aws.ecs.task.pull_stopped_at,container.storage.write_bytes,hudl.service_name,container.id,container.image.name,aws.ecs.docker.name,db.statement,name,trace.parent_id,error,duration_ms,http.route,http.status_code"
